rom_offset,rom_addr,normal_level_indices,classification,type,name,x,y,width,height,spawnType,subtype,treetype,legsColor,num,portTo,level,setglobal,state,route,dial,turn,all_properties_json
0x0001955C,0x0801955C,,standalone_spawner_metadata,spawner,spawner,1060,323,16,-32,npc,6,,24,1,0,10,0,4,,3,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1060"", ""y"": ""323"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""24"", ""num"": ""1"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""subtype"": ""6"", ""level"": ""10"", ""setglobal"": ""0"", ""state"": ""4"", ""dial"": ""3""}"
0x000195D8,0x080195D8,,standalone_spawner_metadata,spawner,spawner,611,402,16,-32,npc,6,,24,1,0,10,0,4,,3,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""611"", ""y"": ""402"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""24"", ""num"": ""1"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""subtype"": ""6"", ""level"": ""10"", ""setglobal"": ""0"", ""state"": ""4"", ""dial"": ""3""}"
0x00366F14,0x08366F14,10,level_descriptor_table,leaves,Leaves,572.031,824.063,7.9375,7.875,,,,1,,,,,,,,,"{""type"": ""leaves"", ""name"": ""Leaves"", ""x"": ""572.031"", ""y"": ""824.063"", ""width"": ""7.9375"", ""height"": ""7.875"", ""legsColor"": ""1""}"
0x00366F50,0x08366F50,10,level_descriptor_table,player,Player,225.333,901.334,16,32,,,,1,,,,,,,,,"{""type"": ""player"", ""name"": ""Player"", ""x"": ""225.333"", ""y"": ""901.334"", ""width"": ""16"", ""height"": ""32"", ""legsColor"": ""1""}"
0x00366F8C,0x08366F8C,10,level_descriptor_table,spawner,spawner,354.667,906,16,-16,npc,,,112,5,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""354.667"", ""y"": ""906"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x00366FE8,0x08366FE8,10,level_descriptor_table,spawner,spawner,328,919.333,16,-16,npc,,,112,5,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""328"", ""y"": ""919.333"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x00367044,0x08367044,10,level_descriptor_table,spawner,spawner,1052.17,542.5,16,-16,npc,,,112,5,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1052.17"", ""y"": ""542.5"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x003670A0,0x083670A0,10,level_descriptor_table,spawner,spawner,1087.83,524.667,16,-16,npc,,,112,5,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1087.83"", ""y"": ""524.667"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x003670FC,0x083670FC,10,level_descriptor_table,spawner,spawner,1075.83,549.333,16,-16,npc,,,112,5,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1075.83"", ""y"": ""549.333"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x00367158,0x08367158,10,level_descriptor_table,spawner,spawner,1059.33,489.333,16,-16,npc,,,112,5,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1059.33"", ""y"": ""489.333"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x003671B4,0x083671B4,10,level_descriptor_table,spawner,spawner,1016,500,16,-16,npc,,,112,5,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1016"", ""y"": ""500"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x00367210,0x08367210,10,level_descriptor_table,spawner,spawner,478.25,594.001,16,-16,npc,,,112,5,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""478.25"", ""y"": ""594.001"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x0036726C,0x0836726C,10,level_descriptor_table,spawner,spawner,466.25,618.667,16,-16,npc,,,112,5,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""466.25"", ""y"": ""618.667"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x003672C8,0x083672C8,10,level_descriptor_table,spawner,spawner,449.75,558.667,16,-16,npc,,,112,5,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""449.75"", ""y"": ""558.667"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x00367324,0x08367324,10,level_descriptor_table,spawner,spawner,456,672,16,-16,npc,,,112,5,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""456"", ""y"": ""672"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x00367380,0x08367380,10,level_descriptor_table,fgtile,Fgtile,808,384,16,16,,,,,150,8,,,,,,4,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""808"", ""y"": ""384"", ""width"": ""16"", ""height"": ""16"", ""num"": ""150"", ""portTo"": ""8"", ""turn"": ""4""}"
0x003673CC,0x083673CC,10,level_descriptor_table,fgtile,Fgtile,824,384,16,16,,,,,150,8,,,,,,4,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""824"", ""y"": ""384"", ""width"": ""16"", ""height"": ""16"", ""num"": ""150"", ""portTo"": ""8"", ""turn"": ""4""}"
0x00367418,0x08367418,10,level_descriptor_table,fgtile,Fgtile,808,352,16,16,,,,,150,8,,,,,,5,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""808"", ""y"": ""352"", ""width"": ""16"", ""height"": ""16"", ""num"": ""150"", ""portTo"": ""8"", ""turn"": ""5""}"
0x00367464,0x08367464,10,level_descriptor_table,fgtile,Fgtile,824,352,16,16,,,,,150,8,,,,,,5,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""824"", ""y"": ""352"", ""width"": ""16"", ""height"": ""16"", ""num"": ""150"", ""portTo"": ""8"", ""turn"": ""5""}"
0x00386CCC,0x08386CCC,9,level_descriptor_table,leaves,Leaves,536.021,335.979,7.9375,7.875,,,,1,,,,,,,,,"{""type"": ""leaves"", ""name"": ""Leaves"", ""x"": ""536.021"", ""y"": ""335.979"", ""width"": ""7.9375"", ""height"": ""7.875"", ""legsColor"": ""1""}"
0x00386D08,0x08386D08,9,level_descriptor_table,fgtile,Fgtile,728,80,4,90,,,0,,,,,,,,,0,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""728"", ""y"": ""80"", ""width"": ""4"", ""height"": ""90"", ""treetype"": ""0"", ""turn"": ""0""}"
0x00386D4C,0x08386D4C,9,level_descriptor_table,player,Player,409.5,370.5,16,32,,,,1,,,,,,,,,"{""type"": ""player"", ""name"": ""Player"", ""x"": ""409.5"", ""y"": ""370.5"", ""width"": ""16"", ""height"": ""32"", ""legsColor"": ""1""}"
0x00386D88,0x08386D88,9,level_descriptor_table,fgtile,Fgtile,593.667,318.667,90,4,,,10,,,,,,,,,1,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""593.667"", ""y"": ""318.667"", ""width"": ""90"", ""height"": ""4"", ""treetype"": ""10"", ""turn"": ""1""}"
0x00386DCC,0x08386DCC,9,level_descriptor_table,fgtile,Fgtile,779,322,90,4,,,10,,,,,,,,,1,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""779"", ""y"": ""322"", ""width"": ""90"", ""height"": ""4"", ""treetype"": ""10"", ""turn"": ""1""}"
0x00386E10,0x08386E10,9,level_descriptor_table,fgtile,Fgtile,472,312,16,16,,,,,150,1,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""472"", ""y"": ""312"", ""width"": ""16"", ""height"": ""16"", ""num"": ""150"", ""portTo"": ""1""}"
0x00386E54,0x08386E54,9,level_descriptor_table,fgtile,Fgtile,488,312,16,16,,,,,150,6,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""488"", ""y"": ""312"", ""width"": ""16"", ""height"": ""16"", ""num"": ""150"", ""portTo"": ""6""}"
0x00386E98,0x08386E98,9,level_descriptor_table,spawner,spawner,392.333,417.167,16,-16,npc,,,112,5,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""392.333"", ""y"": ""417.167"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x00386EF4,0x08386EF4,9,level_descriptor_table,fgtile,Fgtile,408,360,16,16,,,,,150,8,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""408"", ""y"": ""360"", ""width"": ""16"", ""height"": ""16"", ""num"": ""150"", ""portTo"": ""8""}"
0x00386F38,0x08386F38,9,level_descriptor_table,spawner,spawner,424,408,16,-16,npc,,,112,5,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""424"", ""y"": ""408"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x00386F94,0x08386F94,9,level_descriptor_table,spawner,spawner,416,424,16,-16,npc,,,112,5,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""416"", ""y"": ""424"", ""width"": ""16"", ""height"": ""-16"", ""legsColor"": ""112"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x00386FF0,0x08386FF0,9,level_descriptor_table,fgtile,Fgtile,512.333,456,16,16,,,20,,512,524,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""512.333"", ""y"": ""456"", ""width"": ""16"", ""height"": ""16"", ""num"": ""512"", ""portTo"": ""524"", ""treetype"": ""20""}"
0x0038703C,0x0838703C,9,level_descriptor_table,spawner,spawner,827.75,448.25,16,-32,npc,,,8,1,1,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""827.75"", ""y"": ""448.25"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x00387098,0x08387098,9,level_descriptor_table,spawner,spawner,851.25,444.75,16,-32,npc,2,,8,1,1,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""851.25"", ""y"": ""444.75"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""2"", ""turn"": ""0""}"
0x003870FC,0x083870FC,9,level_descriptor_table,spawner,spawner,1185.33,421.333,16,-32,npc,8,,8,1,2,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1185.33"", ""y"": ""421.333"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""2"", ""spawnType"": ""npc"", ""subtype"": ""8""}"
0x00387158,0x08387158,9,level_descriptor_table,spawner,spawner,1634.75,424.333,16,-32,npc,2,,72,1,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1634.75"", ""y"": ""424.333"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""72"", ""num"": ""1"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""subtype"": ""2"", ""turn"": ""1""}"
0x003871BC,0x083871BC,9,level_descriptor_table,spawner,spawner,1659.25,420.333,16,-32,npc,0,,72,1,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1659.25"", ""y"": ""420.333"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""72"", ""num"": ""1"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""subtype"": ""0"", ""turn"": ""0""}"
0x00387220,0x08387220,9,level_descriptor_table,spawner,spawner,1673.75,430.833,16,-32,npc,,,56,5,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1673.75"", ""y"": ""430.833"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""56"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x0038727C,0x0838727C,9,level_descriptor_table,spawner,spawner,1618.25,434.333,16,-32,npc,,,64,6,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1618.25"", ""y"": ""434.333"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""64"", ""num"": ""6"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x003872D8,0x083872D8,9,level_descriptor_table,spawner,spawner,1841.25,424.833,16,-32,npc,,,24,2,0,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1841.25"", ""y"": ""424.833"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""24"", ""num"": ""2"", ""portTo"": ""0"", ""spawnType"": ""npc""}"
0x0038732C,0x0838732C,9,level_descriptor_table,spawner,spawner,1862.75,429.833,16,-32,npc,10,,8,1,1,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""1862.75"", ""y"": ""429.833"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""10"", ""turn"": ""0""}"
0x00387390,0x08387390,9,level_descriptor_table,spawner,spawner,2213.42,422,16,-32,npc,,,96,5,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""2213.42"", ""y"": ""422"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""96"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x003873EC,0x083873EC,9,level_descriptor_table,spawner,spawner,2202.42,430,16,-32,npc,,,88,6,0,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""2202.42"", ""y"": ""430"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""88"", ""num"": ""6"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""1""}"
0x00387448,0x08387448,9,level_descriptor_table,spawner,spawner,2230.92,427.5,16,-32,npc,14,,72,1,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""2230.92"", ""y"": ""427.5"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""72"", ""num"": ""1"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""subtype"": ""14"", ""turn"": ""0""}"
0x003874AC,0x083874AC,9,level_descriptor_table,spawner,spawner,2225.33,604,16,-32,npc,,,80,2,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""2225.33"", ""y"": ""604"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""80"", ""num"": ""2"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x00387508,0x08387508,9,level_descriptor_table,spawner,spawner,2449.92,606.833,16,-32,npc,,,104,5,0,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""2449.92"", ""y"": ""606.833"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""104"", ""num"": ""5"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""turn"": ""0""}"
0x00387564,0x08387564,9,level_descriptor_table,spawner,spawner,2419.42,599.833,16,-32,npc,6,,72,1,1,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""2419.42"", ""y"": ""599.833"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""72"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""6"", ""turn"": ""1""}"
0x003875C8,0x083875C8,9,level_descriptor_table,spawner,spawner,2427.92,622.833,16,-32,npc,10,,72,1,1,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""2427.92"", ""y"": ""622.833"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""72"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""10"", ""turn"": ""1""}"
0x0038762C,0x0838762C,9,level_descriptor_table,spawner,spawner,2428.67,450.25,16,-32,npc,4,,8,1,1,,,,,,1,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""2428.67"", ""y"": ""450.25"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""4"", ""turn"": ""1""}"
0x00387690,0x08387690,9,level_descriptor_table,spawner,spawner,2452.67,441.75,16,-32,npc,6,,8,1,1,,,,,,0,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""2452.67"", ""y"": ""441.75"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""8"", ""num"": ""1"", ""portTo"": ""1"", ""spawnType"": ""npc"", ""subtype"": ""6"", ""turn"": ""0""}"
0x0041A110,0x0841A110,8,level_descriptor_table,fgtile,Fgtile,75.9546,281.136,16,16,,,,,10,9,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""75.9546"", ""y"": ""281.136"", ""width"": ""16"", ""height"": ""16"", ""num"": ""10"", ""portTo"": ""9""}"
0x0041A154,0x0841A154,8,level_descriptor_table,fgtile,Fgtile,92.0455,281.091,16,16,,,,,10,9,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""92.0455"", ""y"": ""281.091"", ""width"": ""16"", ""height"": ""16"", ""num"": ""10"", ""portTo"": ""9""}"
0x0041A198,0x0841A198,8,level_descriptor_table,fgtile,Fgtile,115.5,103.75,16,16,,,,,150,7,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""115.5"", ""y"": ""103.75"", ""width"": ""16"", ""height"": ""16"", ""num"": ""150"", ""portTo"": ""7""}"
0x0041A1DC,0x0841A1DC,8,level_descriptor_table,fgtile,Fgtile,131.75,103.75,16,16,,,,,150,7,,,,,,,"{""type"": ""fgtile"", ""name"": ""Fgtile"", ""x"": ""131.75"", ""y"": ""103.75"", ""width"": ""16"", ""height"": ""16"", ""num"": ""150"", ""portTo"": ""7""}"
0x0041A220,0x0841A220,8,level_descriptor_table,player,Player,123.333,115.333,16,-32,,,,1,,,,,,,,,"{""type"": ""player"", ""name"": ""Player"", ""x"": ""123.333"", ""y"": ""115.333"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""1""}"
0x0041A25C,0x0841A25C,8,level_descriptor_table,spawner,spawner,145.667,288.67,16,-32,npc,10,,24,1,0,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""145.667"", ""y"": ""288.67"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""24"", ""num"": ""1"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""subtype"": ""10""}"
0x0041A2B8,0x0841A2B8,8,level_descriptor_table,spawner,spawner,51.3333,178.333,16,-32,npc,8,,24,1,0,,,,,,,"{""type"": ""spawner"", ""name"": ""spawner"", ""x"": ""51.3333"", ""y"": ""178.333"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""24"", ""num"": ""1"", ""portTo"": ""0"", ""spawnType"": ""npc"", ""subtype"": ""8""}"
0x0041C880,0x0841C880,7,level_descriptor_table,player,Player,147.068,124.909,16,-32,,,,1,,,,,,,,,"{""type"": ""player"", ""name"": ""Player"", ""x"": ""147.068"", ""y"": ""124.909"", ""width"": ""16"", ""height"": ""-32"", ""legsColor"": ""1""}"
