level,variant,state_type,layer,physical_index,turn,patch_index,destination_offset,copy_bytes,expected_sha256,re_sha256,mismatch_bytes,notes
6,0,stream_guard,B,,,,,,020dfc4a68185e89f595a2174e48073cc3a07039ff0303cf8aa1350c6eb2f743,020dfc4a68185e89f595a2174e48073cc3a07039ff0303cf8aa1350c6eb2f743,0,cell -1 plus cells N..N+width; 32 already-translated halfwords
7,0,stream_guard,A,,,,,,6e355a1b525d4f520f91c97f8c62ab7e91efaf237ed9ce202884271de8a741ca,6e355a1b525d4f520f91c97f8c62ab7e91efaf237ed9ce202884271de8a741ca,0,cell -1 plus cells N..N+width; 31 already-translated halfwords
7,0,stream_guard,B,,,,,,27e9b83184698eb9044331a3014d94c15dcc15667e1551fb0a2ef7529372d42d,27e9b83184698eb9044331a3014d94c15dcc15667e1551fb0a2ef7529372d42d,0,cell -1 plus cells N..N+width; 31 already-translated halfwords
8,0,stream_guard,A,,,,,,95bbbb6a20db9d8390958f60b3ce2c25bda69a8597363928fb2de7780537ba54,95bbbb6a20db9d8390958f60b3ce2c25bda69a8597363928fb2de7780537ba54,0,cell -1 plus cells N..N+width; 39 already-translated halfwords
8,0,stream_guard,B,,,,,,794c51d3b9fbad1a2c17928fd062af1d12cefc66d96aefc47c1a7e074df82010,794c51d3b9fbad1a2c17928fd062af1d12cefc66d96aefc47c1a7e074df82010,0,cell -1 plus cells N..N+width; 39 already-translated halfwords
9,0,stream_guard,A,,,,,,deeda4080e13970439d149d577bbacbd534b2fcd3c74141dd73019beb50bf5a6,deeda4080e13970439d149d577bbacbd534b2fcd3c74141dd73019beb50bf5a6,0,cell -1 plus cells N..N+width; 784 already-translated halfwords
9,0,stream_guard,B,,,,,,08de37b485eb5cfa418f89b17797f3455d8843a91431854599157cef1a7c47dd,08de37b485eb5cfa418f89b17797f3455d8843a91431854599157cef1a7c47dd,0,cell -1 plus cells N..N+width; 784 already-translated halfwords
10,0,stream_guard,A,,,,,,c9aee8b626ab96ad554bc11382012c2e01e9540063e0df7061e93e4336505fcb,c9aee8b626ab96ad554bc11382012c2e01e9540063e0df7061e93e4336505fcb,0,cell -1 plus cells N..N+width; 170 already-translated halfwords
10,0,stream_guard,B,,,,,,0de844d5294b62e5ba6a017002b621dcadfd652cf2d044e2b586e9f74abef29c,0de844d5294b62e5ba6a017002b621dcadfd652cf2d044e2b586e9f74abef29c,0,cell -1 plus cells N..N+width; 170 already-translated halfwords
0,0,fgtile_patch,,1,1,2,0x7140,11264,29372de1d89d8bf3b3659a3063618a8f5d67975ac79124a86e55ac462e5e63a4,29372de1d89d8bf3b3659a3063618a8f5d67975ac79124a86e55ac462e5e63a4,0,base strip state; treetype=2
0,0,fgtile_patch,,1,1,3,0x7140,11264,daa41b4bc315291b374bdcb2ce20f806f040701661e9e8472218a5584e39a717,daa41b4bc315291b374bdcb2ce20f806f040701661e9e8472218a5584e39a717,0,alternate strip state; treetype=2
0,0,fgtile_patch,,2,0,0,0x7140,11264,29372de1d89d8bf3b3659a3063618a8f5d67975ac79124a86e55ac462e5e63a4,29372de1d89d8bf3b3659a3063618a8f5d67975ac79124a86e55ac462e5e63a4,0,base strip state; treetype=0
0,0,fgtile_patch,,2,0,1,0x7140,11264,f6a32cfb5257bd652dec6d25e9afd0412d37eaddefd54642ac77bd726eedde7c,f6a32cfb5257bd652dec6d25e9afd0412d37eaddefd54642ac77bd726eedde7c,0,alternate strip state; treetype=0
0,0,fgtile_patch,,4,0,0,0x7140,11264,29372de1d89d8bf3b3659a3063618a8f5d67975ac79124a86e55ac462e5e63a4,29372de1d89d8bf3b3659a3063618a8f5d67975ac79124a86e55ac462e5e63a4,0,base strip state; treetype=0
0,0,fgtile_patch,,4,0,1,0x7140,11264,f6a32cfb5257bd652dec6d25e9afd0412d37eaddefd54642ac77bd726eedde7c,f6a32cfb5257bd652dec6d25e9afd0412d37eaddefd54642ac77bd726eedde7c,0,alternate strip state; treetype=0
0,0,fgtile_patch,,5,1,4,0x1700,1664,017845afd46fc3c2b0dcba8f901845cb030aba75887d7ebd21963b6b8227dda8,017845afd46fc3c2b0dcba8f901845cb030aba75887d7ebd21963b6b8227dda8,0,base strip state; treetype=4
0,0,fgtile_patch,,5,1,5,0x1700,1664,20355ccb4e34fbf4c8d5f8106eb7eb2222ccb731c246e8b4bad5fb6cfe8de7f8,20355ccb4e34fbf4c8d5f8106eb7eb2222ccb731c246e8b4bad5fb6cfe8de7f8,0,alternate strip state; treetype=4
0,0,fgtile_patch,,6,0,6,0x3900,4096,abc1076a1d39f2089f86995ca4c3eee747474ab2324614c32986e04c417fa19e,abc1076a1d39f2089f86995ca4c3eee747474ab2324614c32986e04c417fa19e,0,base strip state; treetype=6
0,0,fgtile_patch,,6,0,7,0x3900,4096,3643fd358c039a82fce617655283f2acf33402859f81060b592d742c54e0afc6,3643fd358c039a82fce617655283f2acf33402859f81060b592d742c54e0afc6,0,alternate strip state; treetype=6
0,0,fgtile_patch,,7,1,8,0x7140,11264,f6a32cfb5257bd652dec6d25e9afd0412d37eaddefd54642ac77bd726eedde7c,f6a32cfb5257bd652dec6d25e9afd0412d37eaddefd54642ac77bd726eedde7c,0,base strip state; treetype=8
0,0,fgtile_patch,,7,1,9,0x7140,11264,f5c6d06a985443f46297ad3c9eb18ba25de91deb4344359f8108291226e27d28,f5c6d06a985443f46297ad3c9eb18ba25de91deb4344359f8108291226e27d28,0,alternate strip state; treetype=8
0,0,fgtile_patch,,10,1,10,0x4900,4864,f7c3070312633825a128ac4745def629f2c233f9c0464ae91869de61408427f4,f7c3070312633825a128ac4745def629f2c233f9c0464ae91869de61408427f4,0,base strip state; treetype=10
0,0,fgtile_patch,,10,1,11,0x4900,4864,9925348fc8b772f431647a4aeb1c0139a71d109356b7c9042a6da02ef9549c7c,9925348fc8b772f431647a4aeb1c0139a71d109356b7c9042a6da02ef9549c7c,0,alternate strip state; treetype=10
0,0,fgtile_patch,,11,1,10,0x4900,4864,f7c3070312633825a128ac4745def629f2c233f9c0464ae91869de61408427f4,f7c3070312633825a128ac4745def629f2c233f9c0464ae91869de61408427f4,0,base strip state; treetype=10
0,0,fgtile_patch,,11,1,11,0x4900,4864,9925348fc8b772f431647a4aeb1c0139a71d109356b7c9042a6da02ef9549c7c,9925348fc8b772f431647a4aeb1c0139a71d109356b7c9042a6da02ef9549c7c,0,alternate strip state; treetype=10
0,0,fgtile_patch,,12,1,12,0x4900,4864,9925348fc8b772f431647a4aeb1c0139a71d109356b7c9042a6da02ef9549c7c,9925348fc8b772f431647a4aeb1c0139a71d109356b7c9042a6da02ef9549c7c,0,base strip state; treetype=12
0,0,fgtile_patch,,12,1,13,0x4900,4864,58fd1e21c9cd868f90ae881bd30555495400e1925704feef7078e4be5026499c,58fd1e21c9cd868f90ae881bd30555495400e1925704feef7078e4be5026499c,0,alternate strip state; treetype=12
0,0,fgtile_patch,,13,1,8,0x7140,11264,f6a32cfb5257bd652dec6d25e9afd0412d37eaddefd54642ac77bd726eedde7c,f6a32cfb5257bd652dec6d25e9afd0412d37eaddefd54642ac77bd726eedde7c,0,base strip state; treetype=8
0,0,fgtile_patch,,13,1,9,0x7140,11264,f5c6d06a985443f46297ad3c9eb18ba25de91deb4344359f8108291226e27d28,f5c6d06a985443f46297ad3c9eb18ba25de91deb4344359f8108291226e27d28,0,alternate strip state; treetype=8
2,0,fgtile_patch,,2,1,2,0x7140,11264,358c6e64b98bf84e4945c00e45ac28f6742947ca9ae58626b4d7ed08144174f4,358c6e64b98bf84e4945c00e45ac28f6742947ca9ae58626b4d7ed08144174f4,0,base strip state; treetype=2
2,0,fgtile_patch,,2,1,3,0x7140,11264,33e5c9c7e1b97d8b1cd22b04026ab6b54b9a5bdf88c0ef4d1d1bd93bf742477e,33e5c9c7e1b97d8b1cd22b04026ab6b54b9a5bdf88c0ef4d1d1bd93bf742477e,0,alternate strip state; treetype=2
2,0,fgtile_patch,,3,0,0,0x7140,11264,358c6e64b98bf84e4945c00e45ac28f6742947ca9ae58626b4d7ed08144174f4,358c6e64b98bf84e4945c00e45ac28f6742947ca9ae58626b4d7ed08144174f4,0,base strip state; treetype=0
2,0,fgtile_patch,,3,0,1,0x7140,11264,e8b3b73f6a8f1bc49263beca6653d1722e694ceb2c8d9a89e6fe0560f3879eff,e8b3b73f6a8f1bc49263beca6653d1722e694ceb2c8d9a89e6fe0560f3879eff,0,alternate strip state; treetype=0
5,0,fgtile_patch,,2,1,14,0x5CC0,8448,3984a722fbad73e6fe1ee79ea48a6969ef494467c8736bd972266ea83c010181,3984a722fbad73e6fe1ee79ea48a6969ef494467c8736bd972266ea83c010181,0,base strip state; treetype=14
5,0,fgtile_patch,,2,1,15,0x5CC0,8448,05795ff065784307e572c38cd2df6cf6d37a6caed80c63d56e49f86de864538d,05795ff065784307e572c38cd2df6cf6d37a6caed80c63d56e49f86de864538d,0,alternate strip state; treetype=14
5,0,fgtile_patch,,3,0,0,0x7140,11264,ef88c569a8fd39f4a413018980eb213fb55fc8079a625ff68c61f7a16826a6e9,ef88c569a8fd39f4a413018980eb213fb55fc8079a625ff68c61f7a16826a6e9,0,base strip state; treetype=0
5,0,fgtile_patch,,3,0,1,0x7140,11264,e37b6acc8d30750f80d715c817d8a90bcdb5fff6168e0dbae5afc656bdbe7310,e37b6acc8d30750f80d715c817d8a90bcdb5fff6168e0dbae5afc656bdbe7310,0,alternate strip state; treetype=0
5,0,fgtile_patch,,16,1,16,0x5C00,8640,3547b556722c62eb0e92dc40112cd5ac86131bd419a34aeebfb747a1f9bc3b6d,3547b556722c62eb0e92dc40112cd5ac86131bd419a34aeebfb747a1f9bc3b6d,0,base strip state; treetype=16
5,0,fgtile_patch,,16,1,17,0x5C00,8640,dc99e970b038602cc2ee6525f376f046efc2639a5cada45e187f2b0a535a505d,dc99e970b038602cc2ee6525f376f046efc2639a5cada45e187f2b0a535a505d,0,alternate strip state; treetype=16
6,0,fgtile_patch,,1,1,2,0x7140,11264,77a753e1923666678abbc305319ed8dad0e6c6aca94c3e2728670b8a453edf4a,77a753e1923666678abbc305319ed8dad0e6c6aca94c3e2728670b8a453edf4a,0,base strip state; treetype=2
6,0,fgtile_patch,,1,1,3,0x7140,11264,53cd4b7eb2ef85959debb81f0adb7c2dd95ab5fc73ca45a44e5f917918f5f2ba,53cd4b7eb2ef85959debb81f0adb7c2dd95ab5fc73ca45a44e5f917918f5f2ba,0,alternate strip state; treetype=2
6,0,fgtile_patch,,2,0,0,0x7140,11264,77a753e1923666678abbc305319ed8dad0e6c6aca94c3e2728670b8a453edf4a,77a753e1923666678abbc305319ed8dad0e6c6aca94c3e2728670b8a453edf4a,0,base strip state; treetype=0
6,0,fgtile_patch,,2,0,1,0x7140,11264,884adbba9abd90aa0f3032a380b1e32d4595fa8355ccde6cd52046fa595b7459,884adbba9abd90aa0f3032a380b1e32d4595fa8355ccde6cd52046fa595b7459,0,alternate strip state; treetype=0
6,0,fgtile_patch,,4,0,0,0x7140,11264,77a753e1923666678abbc305319ed8dad0e6c6aca94c3e2728670b8a453edf4a,77a753e1923666678abbc305319ed8dad0e6c6aca94c3e2728670b8a453edf4a,0,base strip state; treetype=0
6,0,fgtile_patch,,4,0,1,0x7140,11264,884adbba9abd90aa0f3032a380b1e32d4595fa8355ccde6cd52046fa595b7459,884adbba9abd90aa0f3032a380b1e32d4595fa8355ccde6cd52046fa595b7459,0,alternate strip state; treetype=0
6,0,fgtile_patch,,5,1,4,0x1700,1664,72996f0d0ff11ed50486525430193003b5ab44c34f28162b37631af195d114b5,72996f0d0ff11ed50486525430193003b5ab44c34f28162b37631af195d114b5,0,base strip state; treetype=4
6,0,fgtile_patch,,5,1,5,0x1700,1664,cdd2129129abe8355ba18842fd2d18c6a44b4730f5894950c75b04ec3a05541d,cdd2129129abe8355ba18842fd2d18c6a44b4730f5894950c75b04ec3a05541d,0,alternate strip state; treetype=4
6,0,fgtile_patch,,6,0,6,0x3900,4096,bf9e2c805c138e7841fd9c0d3a2d3f80f5535ef3b9b2f990d206aa245225bcbd,bf9e2c805c138e7841fd9c0d3a2d3f80f5535ef3b9b2f990d206aa245225bcbd,0,base strip state; treetype=6
6,0,fgtile_patch,,6,0,7,0x3900,4096,c0da9bca2fd079e3a24afab2318c96607e4f1fe8d66fb42808c3a817307e5433,c0da9bca2fd079e3a24afab2318c96607e4f1fe8d66fb42808c3a817307e5433,0,alternate strip state; treetype=6
6,0,fgtile_patch,,7,1,8,0x7140,11264,884adbba9abd90aa0f3032a380b1e32d4595fa8355ccde6cd52046fa595b7459,884adbba9abd90aa0f3032a380b1e32d4595fa8355ccde6cd52046fa595b7459,0,base strip state; treetype=8
6,0,fgtile_patch,,7,1,9,0x7140,11264,2123bd49161d0a80518bd3ebb9b23ba223677ac94cc24056550eb2ad0eb4fab9,2123bd49161d0a80518bd3ebb9b23ba223677ac94cc24056550eb2ad0eb4fab9,0,alternate strip state; treetype=8
6,0,fgtile_patch,,10,1,10,0x4900,4864,e04e4d9c3bf3b6c850eabaa1c913433055d7556f88e6e07f989aa97a900c65aa,e04e4d9c3bf3b6c850eabaa1c913433055d7556f88e6e07f989aa97a900c65aa,0,base strip state; treetype=10
6,0,fgtile_patch,,10,1,11,0x4900,4864,e5688505b2c4b58ea1978077fc366c0d19d85235bcea5b0ed6199a552b1ed658,e5688505b2c4b58ea1978077fc366c0d19d85235bcea5b0ed6199a552b1ed658,0,alternate strip state; treetype=10
6,0,fgtile_patch,,11,1,10,0x4900,4864,e04e4d9c3bf3b6c850eabaa1c913433055d7556f88e6e07f989aa97a900c65aa,e04e4d9c3bf3b6c850eabaa1c913433055d7556f88e6e07f989aa97a900c65aa,0,base strip state; treetype=10
6,0,fgtile_patch,,11,1,11,0x4900,4864,e5688505b2c4b58ea1978077fc366c0d19d85235bcea5b0ed6199a552b1ed658,e5688505b2c4b58ea1978077fc366c0d19d85235bcea5b0ed6199a552b1ed658,0,alternate strip state; treetype=10
6,0,fgtile_patch,,12,1,12,0x4900,4864,e5688505b2c4b58ea1978077fc366c0d19d85235bcea5b0ed6199a552b1ed658,e5688505b2c4b58ea1978077fc366c0d19d85235bcea5b0ed6199a552b1ed658,0,base strip state; treetype=12
6,0,fgtile_patch,,12,1,13,0x4900,4864,699d6212423800451a6bdf02faaec03e6b95fb0a85b64f22dd23348fcfe4b61f,699d6212423800451a6bdf02faaec03e6b95fb0a85b64f22dd23348fcfe4b61f,0,alternate strip state; treetype=12
6,0,fgtile_patch,,13,1,8,0x7140,11264,884adbba9abd90aa0f3032a380b1e32d4595fa8355ccde6cd52046fa595b7459,884adbba9abd90aa0f3032a380b1e32d4595fa8355ccde6cd52046fa595b7459,0,base strip state; treetype=8
6,0,fgtile_patch,,13,1,9,0x7140,11264,2123bd49161d0a80518bd3ebb9b23ba223677ac94cc24056550eb2ad0eb4fab9,2123bd49161d0a80518bd3ebb9b23ba223677ac94cc24056550eb2ad0eb4fab9,0,alternate strip state; treetype=8
9,0,fgtile_patch,,1,0,0,0x7140,11264,b27b3088452afce06f45604b0dd6fc9817c15e26514c75391c18158e1faf9d39,b27b3088452afce06f45604b0dd6fc9817c15e26514c75391c18158e1faf9d39,0,base strip state; treetype=0
9,0,fgtile_patch,,1,0,1,0x7140,11264,ecd4e1267e9a55bb5abb5a86d40d5c27c49420bbb950f460b1909a987be67a41,ecd4e1267e9a55bb5abb5a86d40d5c27c49420bbb950f460b1909a987be67a41,0,alternate strip state; treetype=0
9,0,fgtile_patch,,3,1,10,0x4900,4864,2236ea91dafe7d2118c7062393754b2701579c83914fd3cf226777122d9e9c08,2236ea91dafe7d2118c7062393754b2701579c83914fd3cf226777122d9e9c08,0,base strip state; treetype=10
9,0,fgtile_patch,,3,1,11,0x4900,4864,cb5698c04a51c8ca68b3c5ff02f434258d4aa24ae0e8b29911e41a04683347cd,cb5698c04a51c8ca68b3c5ff02f434258d4aa24ae0e8b29911e41a04683347cd,0,alternate strip state; treetype=10
9,0,fgtile_patch,,4,1,10,0x4900,4864,2236ea91dafe7d2118c7062393754b2701579c83914fd3cf226777122d9e9c08,2236ea91dafe7d2118c7062393754b2701579c83914fd3cf226777122d9e9c08,0,base strip state; treetype=10
9,0,fgtile_patch,,4,1,11,0x4900,4864,cb5698c04a51c8ca68b3c5ff02f434258d4aa24ae0e8b29911e41a04683347cd,cb5698c04a51c8ca68b3c5ff02f434258d4aa24ae0e8b29911e41a04683347cd,0,alternate strip state; treetype=10
