checkpoint,family,canonical_bgr555_sha256,re_bgr555_sha256,mismatch_count,first_x,first_y,canonical_owner,re_owner,classification
player_frame_12,player,d786103d356d7cb0663181f579e0557004bde5911d85d302ecf076f3dba15584,d786103d356d7cb0663181f579e0557004bde5911d85d302ecf076f3dba15584,0,,,,,match
player_frame_13,player,07eeeb9dd51a5af509d4bfb8fc45d30700a9b717d70b857f7f3a4e9549975033,07eeeb9dd51a5af509d4bfb8fc45d30700a9b717d70b857f7f3a4e9549975033,0,,,,,match
player_frame_14,player,ca7cc6e597c06eebb4c4d0f6d01d2e28597dc75a1e235b7731f7ce8e62faa4ad,ca7cc6e597c06eebb4c4d0f6d01d2e28597dc75a1e235b7731f7ce8e62faa4ad,0,,,,,match
player_frame_15,player,acf9447d194732a0bb3a80cbd2c748db745e35cca30cea120cbcffbd30c1e760,acf9447d194732a0bb3a80cbd2c748db745e35cca30cea120cbcffbd30c1e760,0,,,,,match
player_frame_16,player,a77767a5ee870321c65ca7490a69986c68f9f33042fc3173a039009d52d2e9a8,a77767a5ee870321c65ca7490a69986c68f9f33042fc3173a039009d52d2e9a8,0,,,,,match
player_frame_17,player,c4e8e6f9081eca56c7948c5a0c8689fb087ffe0e25093e476beea70fd8bc9ff0,c4e8e6f9081eca56c7948c5a0c8689fb087ffe0e25093e476beea70fd8bc9ff0,0,,,,,match
player_frame_18,player,6e1fe2053f1783e8670c55cf28057ba61b39c97c9dc991e859d2e4b3199db86f,6e1fe2053f1783e8670c55cf28057ba61b39c97c9dc991e859d2e4b3199db86f,0,,,,,match
player_frame_19,player,19f4d0ee0b2fe4f40fd564deee9a4552de5446e216e0460d76529b51ecb4a7c3,19f4d0ee0b2fe4f40fd564deee9a4552de5446e216e0460d76529b51ecb4a7c3,0,,,,,match
player_frame_20,player,6a9c6a4b2e928c036170e9e31d8c67112bbe606fb76b9b947d66a6e4f65ca8d4,6a9c6a4b2e928c036170e9e31d8c67112bbe606fb76b9b947d66a6e4f65ca8d4,0,,,,,match
player_frame_21,player,f76d95d256333f1a79898f9507868a0f2e4c60e0a7deb6e699e31fb17e5a7e07,f76d95d256333f1a79898f9507868a0f2e4c60e0a7deb6e699e31fb17e5a7e07,0,,,,,match
player_frame_22,player,73ac101079e291562e1fb3c27b700ba194d200af162776599b39b0fba74f5215,73ac101079e291562e1fb3c27b700ba194d200af162776599b39b0fba74f5215,0,,,,,match
player_frame_23,player,a5683271a1bc9f49a0fd38b67dff506df63e9b79c30f85e816cc0d4d0b02e1c1,a5683271a1bc9f49a0fd38b67dff506df63e9b79c30f85e816cc0d4d0b02e1c1,0,,,,,match
player_frame_00_hflip,player,fe838fc9d8bc166f6aa20990f7e50ec2afe77397b35412f8fbd982f1800d4f1a,fe838fc9d8bc166f6aa20990f7e50ec2afe77397b35412f8fbd982f1800d4f1a,0,,,,,match
npc_visual_00_frame_1,npc,c68eef5abc8dfe5e65692d743a8898f33b9105fc64f64540b10236119c68ae78,c68eef5abc8dfe5e65692d743a8898f33b9105fc64f64540b10236119c68ae78,0,,,,,match
npc_visual_01_frame_1,npc,f221b66942e0b498a3fcec0a31a7b3109f5d88189dd89e1ce3e42002bce04d73,f221b66942e0b498a3fcec0a31a7b3109f5d88189dd89e1ce3e42002bce04d73,0,,,,,match
npc_visual_02_frame_1,npc,c30ec9be9d46856f787874b8fb42cbc6e654ec87c1b67bf65c817c5e1010c496,c30ec9be9d46856f787874b8fb42cbc6e654ec87c1b67bf65c817c5e1010c496,0,,,,,match
npc_visual_03_frame_1,npc,91f3e473ec5f0e2ca0f422e4142ca3f6eb19767544d68adce4355514e9594ca6,91f3e473ec5f0e2ca0f422e4142ca3f6eb19767544d68adce4355514e9594ca6,0,,,,,match
npc_visual_04_frame_1,npc,b1aa1f0586f0c04b4ac9bc9382f7a1a7e38ecee285137b07ff1e5bc598e3cc24,b1aa1f0586f0c04b4ac9bc9382f7a1a7e38ecee285137b07ff1e5bc598e3cc24,0,,,,,match
npc_visual_05_frame_1,npc,138578299b4a05f8f2862487983f45c6132e913520c70f5aefc43b9ea5096c7b,138578299b4a05f8f2862487983f45c6132e913520c70f5aefc43b9ea5096c7b,0,,,,,match
npc_visual_06_frame_1,npc,8ee54debc1e3a9f15ff880ef3f236fd5b0bf19f1f89853bbf5f10eb070353c9a,8ee54debc1e3a9f15ff880ef3f236fd5b0bf19f1f89853bbf5f10eb070353c9a,0,,,,,match
npc_visual_07_frame_1,npc,227905392fd8da6b4c561a0e0de3c9a338ee19d9703191500fc9e3a116279f74,227905392fd8da6b4c561a0e0de3c9a338ee19d9703191500fc9e3a116279f74,0,,,,,match
npc_visual_08_frame_1,npc,bf4da21745b102c4940b6354607e8a55a42d9b48562d378d2f0ab8e411833ff2,bf4da21745b102c4940b6354607e8a55a42d9b48562d378d2f0ab8e411833ff2,0,,,,,match
npc_visual_09_frame_1,npc,0a7536ef9869fe69af2e2245efa95038ca297175a624b31d1b1292a0821ae962,0a7536ef9869fe69af2e2245efa95038ca297175a624b31d1b1292a0821ae962,0,,,,,match
npc_visual_10_frame_1,npc,6bdf56483effb477c7c264490158b353f8b262e7763a50a6f45e78a8b909dceb,6bdf56483effb477c7c264490158b353f8b262e7763a50a6f45e78a8b909dceb,0,,,,,match
npc_visual_11_frame_1,npc,fb1838ece3a51008e0d57edca2f24ee66c7af0e7ea8fffdf7c416f9a46cd32b1,fb1838ece3a51008e0d57edca2f24ee66c7af0e7ea8fffdf7c416f9a46cd32b1,0,,,,,match
npc_visual_12_frame_1,npc,0bc6ad18692afe9510462d9c0f71e10ec8e3d71cc353e114ec4dac57f9546f41,0bc6ad18692afe9510462d9c0f71e10ec8e3d71cc353e114ec4dac57f9546f41,0,,,,,match
npc_visual_13_frame_1,npc,79b469385cb4be7ce09228ea5e38c6db54caa8c82ce85aae0ccf2541da812bff,79b469385cb4be7ce09228ea5e38c6db54caa8c82ce85aae0ccf2541da812bff,0,,,,,match
npc_visual_14_frame_1,npc,6ab90aa630330b751589f6a418c72a4a5ece5d51bddb0a8a2ce543e8a37a8a9a,6ab90aa630330b751589f6a418c72a4a5ece5d51bddb0a8a2ce543e8a37a8a9a,0,,,,,match
npc_visual_15_frame_1,npc,d97280b09992d6275edad2c7d2afa32cf9bef302f823ee46974ad5b1f55f2b0f,d97280b09992d6275edad2c7d2afa32cf9bef302f823ee46974ad5b1f55f2b0f,0,,,,,match
npc_visual_16_frame_1,npc,f0f2e112ce39c27b43fe4953db825b2f161c54a8a68a4df8318172836e5464ee,f0f2e112ce39c27b43fe4953db825b2f161c54a8a68a4df8318172836e5464ee,0,,,,,match
npc_visual_17_frame_1,npc,f36124aa6c55544613c6f548c547ca67965eca28da8f60f6da3bf3c09530a53c,f36124aa6c55544613c6f548c547ca67965eca28da8f60f6da3bf3c09530a53c,0,,,,,match
npc_visual_18_frame_1,npc,3bca9255a5be293738e2481aa11b4ccba078b4436782d55d7b58a9c48f38d4f6,3bca9255a5be293738e2481aa11b4ccba078b4436782d55d7b58a9c48f38d4f6,0,,,,,match
npc_visual_19_frame_1,npc,849c569d95341221f7584bca2f93210c4af37413aba2f9ad04041e18608d91e0,849c569d95341221f7584bca2f93210c4af37413aba2f9ad04041e18608d91e0,0,,,,,match
npc_visual_20_frame_1,npc,27936049dc6f8bec2b1c04b58323022f915902411c758d2ad6d4be7c5e40543a,27936049dc6f8bec2b1c04b58323022f915902411c758d2ad6d4be7c5e40543a,0,,,,,match
npc_visual_21_frame_1,npc,7c6db98ddc01085ad5cc741363e495a38edfe45699b6d98f1c0f4b581cbdb4e5,7c6db98ddc01085ad5cc741363e495a38edfe45699b6d98f1c0f4b581cbdb4e5,0,,,,,match
npc_visual_22_frame_1,npc,7a44ba09c241aa25d9bf2ff2a584aea296df9614b98d5dfc3c17b0deb8adfc01,7a44ba09c241aa25d9bf2ff2a584aea296df9614b98d5dfc3c17b0deb8adfc01,0,,,,,match
npc_visual_23_frame_1,npc,aa0f61584f4b85366f43c660f0a7cac2a0c4805f1ff399b0ef015cc82e2ac1e8,aa0f61584f4b85366f43c660f0a7cac2a0c4805f1ff399b0ef015cc82e2ac1e8,0,,,,,match
npc_visual_24_frame_1,npc,37a5828adf5fc6658120f37d9d9826d74857b3861946d3a4c125131ef2a14f7e,37a5828adf5fc6658120f37d9d9826d74857b3861946d3a4c125131ef2a14f7e,0,,,,,match
npc_visual_25_frame_1,npc,0441988c4622ef3266ebd1e79a1aaa4b3ae22f67366b00ada0dda80ae1123c02,0441988c4622ef3266ebd1e79a1aaa4b3ae22f67366b00ada0dda80ae1123c02,0,,,,,match
npc_visual_26_frame_1,npc,490d83810d11283a090ae6445056831c66d3c336bb51e9b35764585ebce685a0,490d83810d11283a090ae6445056831c66d3c336bb51e9b35764585ebce685a0,0,,,,,match
npc_visual_27_frame_1,npc,091ca30ebc59229a680fcaed4ad989617a9d3bedd46adc62657ce811ede694aa,091ca30ebc59229a680fcaed4ad989617a9d3bedd46adc62657ce811ede694aa,0,,,,,match
npc_visual_28_frame_1,npc,a3e526f2ec837d173d988f2872d9ec71b7838bdcca5c05ccc1b80b0e6b906587,a3e526f2ec837d173d988f2872d9ec71b7838bdcca5c05ccc1b80b0e6b906587,0,,,,,match
npc_visual_29_frame_1,npc,091ca30ebc59229a680fcaed4ad989617a9d3bedd46adc62657ce811ede694aa,091ca30ebc59229a680fcaed4ad989617a9d3bedd46adc62657ce811ede694aa,0,,,,,match
npc_visual_30_frame_1,npc,17b68a1a9b36c17329d2f12c6a8f6803899911e9776d339da599c06a8b1a9a46,17b68a1a9b36c17329d2f12c6a8f6803899911e9776d339da599c06a8b1a9a46,0,,,,,match
npc_visual_31_frame_1,npc,dde4d9e214bc32c6063c2eecd015a639a19c67fc3046db81dff06274f922d1a4,dde4d9e214bc32c6063c2eecd015a639a19c67fc3046db81dff06274f922d1a4,0,,,,,match
npc_visual_32_frame_1,npc,0d3d5ce9ed9e4ed1ce0781e3d0f13b55c67e15b3de0858f22a0f8acd9744305b,0d3d5ce9ed9e4ed1ce0781e3d0f13b55c67e15b3de0858f22a0f8acd9744305b,0,,,,,match
npc_visual_33_frame_1,npc,69bcdab5c17493dca7e18b4db514e5c9658158fb894974fb849d8ecfe93eaa53,69bcdab5c17493dca7e18b4db514e5c9658158fb894974fb849d8ecfe93eaa53,0,,,,,match
npc_visual_00_frame_2,npc,279455c76f6fc510d60581e9309a4e6fa17c1860d29c64fe793e3875e88cb9c9,279455c76f6fc510d60581e9309a4e6fa17c1860d29c64fe793e3875e88cb9c9,0,,,,,match
npc_visual_00_frame_3,npc,e7fbdede303fea6b1eabf6faf1c1169a8de94c4998edea8bd461d8ec2ace0ecb,e7fbdede303fea6b1eabf6faf1c1169a8de94c4998edea8bd461d8ec2ace0ecb,0,,,,,match
npc_visual_00_frame_4,npc,6c732aa4fe45c36d3ce1843d588f9fc38b58d2392daf546be4f71e955c5d4875,6c732aa4fe45c36d3ce1843d588f9fc38b58d2392daf546be4f71e955c5d4875,0,,,,,match
npc_visual_00_frame_5,npc,c7452c6fcbc05b714c6446f487a12b362cde4b6c4eb08aac620f05c9356670cc,c7452c6fcbc05b714c6446f487a12b362cde4b6c4eb08aac620f05c9356670cc,0,,,,,match
npc_visual_00_frame_6,npc,fcb02c1247622996dd8b3edea4e8de4cd31ec3bb66b3c0ecbb2c6ae376ebe249,fcb02c1247622996dd8b3edea4e8de4cd31ec3bb66b3c0ecbb2c6ae376ebe249,0,,,,,match
npc_visual_00_frame_7,npc,fcb02c1247622996dd8b3edea4e8de4cd31ec3bb66b3c0ecbb2c6ae376ebe249,fcb02c1247622996dd8b3edea4e8de4cd31ec3bb66b3c0ecbb2c6ae376ebe249,0,,,,,match
npc_visual_00_frame_8,npc,fcb02c1247622996dd8b3edea4e8de4cd31ec3bb66b3c0ecbb2c6ae376ebe249,fcb02c1247622996dd8b3edea4e8de4cd31ec3bb66b3c0ecbb2c6ae376ebe249,0,,,,,match
npc_depth_front,npc,c68eef5abc8dfe5e65692d743a8898f33b9105fc64f64540b10236119c68ae78,c68eef5abc8dfe5e65692d743a8898f33b9105fc64f64540b10236119c68ae78,0,,,,,match
npc_hflip,npc,163d6ca383d643db549f097b235fdec311d18e5e60ace8b9eccf2a46da62a5fb,163d6ca383d643db549f097b235fdec311d18e5e60ace8b9eccf2a46da62a5fb,0,,,,,match
grass_priority1,grass,c50dc0402ff28257df6412dce1ec1569670587c5695df6dd424e62cc0a110b1b,c50dc0402ff28257df6412dce1ec1569670587c5695df6dd424e62cc0a110b1b,0,,,,,match
grass_priority2,grass,c50dc0402ff28257df6412dce1ec1569670587c5695df6dd424e62cc0a110b1b,c50dc0402ff28257df6412dce1ec1569670587c5695df6dd424e62cc0a110b1b,0,,,,,match
grass_hflip,grass,7606f3383d0e664c704b3dcaa59b783ca27d7120519c5d15aefd38c658b296d7,7606f3383d0e664c704b3dcaa59b783ca27d7120519c5d15aefd38c658b296d7,0,,,,,match
leaf_frame_0,leaf,3eaf146946680c8a78e9d1d20580146a61c38056bcae3c79e351eec060014181,3eaf146946680c8a78e9d1d20580146a61c38056bcae3c79e351eec060014181,0,,,,,match
leaf_frame_1,leaf,f14058a1b14549706cb1afe86e59e0013ee05ffa71ceacda6ad45b6db016284f,f14058a1b14549706cb1afe86e59e0013ee05ffa71ceacda6ad45b6db016284f,0,,,,,match
leaf_frame_2,leaf,0313a34e400ce63b8b479a823fe67fad7712d746be04513baff71bf958c1d3b3,0313a34e400ce63b8b479a823fe67fad7712d746be04513baff71bf958c1d3b3,0,,,,,match
leaf_frame_3,leaf,d0eeda07eae1f57964a875bed08dc100a66a420a1d0948a04a62a19fce7be282,d0eeda07eae1f57964a875bed08dc100a66a420a1d0948a04a62a19fce7be282,0,,,,,match
bicycle_riding_frame_1,bicycle_riding,5992ea8b39635ac2b5f512311501faede41d12551a1dd82cfc2535c2ed485ba6,5992ea8b39635ac2b5f512311501faede41d12551a1dd82cfc2535c2ed485ba6,0,,,,,match
bicycle_riding_frame_2,bicycle_riding,e97edced3891e4c4b267d07c1ca982e95438c9f636ad72fa5fc8346f18783878,e97edced3891e4c4b267d07c1ca982e95438c9f636ad72fa5fc8346f18783878,0,,,,,match
bicycle_riding_frame_3,bicycle_riding,4fdd883718fdcfa1d0b7df26ebb3037e09b8a88f9974c127ea66dcf84882d2c4,4fdd883718fdcfa1d0b7df26ebb3037e09b8a88f9974c127ea66dcf84882d2c4,0,,,,,match
bicycle_riding_frame_4,bicycle_riding,acc6b2a16b2457f8edada97125c5a459991fd3ba7e1e944379a3a2320122ea48,acc6b2a16b2457f8edada97125c5a459991fd3ba7e1e944379a3a2320122ea48,0,,,,,match
bicycle_riding_frame_5,bicycle_riding,44e6c0682eab7efbcb31555f3422e5be55c20be4beb4016249d61e46ea095342,44e6c0682eab7efbcb31555f3422e5be55c20be4beb4016249d61e46ea095342,0,,,,,match
bicycle_riding_frame_6,bicycle_riding,8ee8a22e2e088fab9b005592278368cc48cbc57addb8d10247cc609ad1b6f844,8ee8a22e2e088fab9b005592278368cc48cbc57addb8d10247cc609ad1b6f844,0,,,,,match
bicycle_parked_level_9,bicycle_parked,38214cb1bcd182f3b67e221bdde307b8d92e5047d529c327ee3be8a7d098d3f5,38214cb1bcd182f3b67e221bdde307b8d92e5047d529c327ee3be8a7d098d3f5,0,,,,,match
bicycle_parked_level_10,bicycle_parked,38214cb1bcd182f3b67e221bdde307b8d92e5047d529c327ee3be8a7d098d3f5,38214cb1bcd182f3b67e221bdde307b8d92e5047d529c327ee3be8a7d098d3f5,0,,,,,match
monster_counter_01,monster,82370e71913aeb45863a19fd6cbbc0cb6897f34f8bee783e8820160837eb6d5f,82370e71913aeb45863a19fd6cbbc0cb6897f34f8bee783e8820160837eb6d5f,0,,,,,match
monster_counter_08,monster,c843e9502e3bdec85172252c2120d67854915e480f13ce39806118dc864a533a,c843e9502e3bdec85172252c2120d67854915e480f13ce39806118dc864a533a,0,,,,,match
monster_counter_16,monster,87df967909bcd4d83868855173a2905a4527df662b6af3aa18412d0389820ca5,87df967909bcd4d83868855173a2905a4527df662b6af3aa18412d0389820ca5,0,,,,,match
monster_counter_25,monster,6b187b7573baca462a5ea035f7f87c634d72009795110bf66124ac806c4247b1,6b187b7573baca462a5ea035f7f87c634d72009795110bf66124ac806c4247b1,0,,,,,match
monster_level10_exclusive,monster,6b187b7573baca462a5ea035f7f87c634d72009795110bf66124ac806c4247b1,6b187b7573baca462a5ea035f7f87c634d72009795110bf66124ac806c4247b1,0,,,,,match
