level,camera_x,camera_y,state_label,physical_index,mutation_branch,mutation_patch_index,expected_sha256,re_sha256,mismatch_pixels,visible_alias_pixels,visible_alias_screenblocks,first_mismatch_x,first_mismatch_y,classification,expected_bg_index,re_bg_index,expected_screenblock,re_screenblock,expected_entry,re_entry,expected_tile_index,re_tile_index,expected_palette_index,re_palette_index,expected_color,re_color,expected_tile_alias_sb,re_tile_alias_sb
0,731,290,fgtile_11_base,11,base,10,95a95e3de6d1096994a5598b3e30f2ff64c1fc1eae3b63db24dcce52bde0556f,95a95e3de6d1096994a5598b3e30f2ff64c1fc1eae3b63db24dcce52bde0556f,0,0,,,,match,,,,,,,,,,,,,,
0,346,317,spawn,,,,1cb2845783f7063e96cce54df336d6aeedb564e7d95571dd599cb6a2ca1700ea,1cb2845783f7063e96cce54df336d6aeedb564e7d95571dd599cb6a2ca1700ea,0,0,,,,match,,,,,,,,,,,,,,
0,681,358,fgtile_4_alternate,4,alternate,1,2f2ff10671c9488e61f54e14e7f47d36e2c297ee9b029d7ceda0b3f7336714e8,2f2ff10671c9488e61f54e14e7f47d36e2c297ee9b029d7ceda0b3f7336714e8,0,0,,,,match,,,,,,,,,,,,,,
0,681,358,fgtile_4_base,4,base,0,2f2ff10671c9488e61f54e14e7f47d36e2c297ee9b029d7ceda0b3f7336714e8,2f2ff10671c9488e61f54e14e7f47d36e2c297ee9b029d7ceda0b3f7336714e8,0,0,,,,match,,,,,,,,,,,,,,
0,728,440,alias_A_sb28,,,,b3d704486de36829f461b457fb80d782520c2dd384e6e0a8476f4aa8ce43a40f,b3d704486de36829f461b457fb80d782520c2dd384e6e0a8476f4aa8ce43a40f,0,0,,,,match,,,,,,,,,,,,,,
0,538,485,fgtile_5_alternate,5,alternate,5,59b1e46b8dd76c42ba2f7247a38da2e3e4bc52799529fc0de82ea12f126887f5,59b1e46b8dd76c42ba2f7247a38da2e3e4bc52799529fc0de82ea12f126887f5,0,0,,,,match,,,,,,,,,,,,,,
0,538,485,fgtile_5_base,5,base,4,59b1e46b8dd76c42ba2f7247a38da2e3e4bc52799529fc0de82ea12f126887f5,59b1e46b8dd76c42ba2f7247a38da2e3e4bc52799529fc0de82ea12f126887f5,0,0,,,,match,,,,,,,,,,,,,,
0,729,486,fgtile_7_alternate,7,alternate,9,e343054d316f3ecefa03051b2c4d913d2e99b988b6e7ac6ab2d6c861407b2a71,e343054d316f3ecefa03051b2c4d913d2e99b988b6e7ac6ab2d6c861407b2a71,0,0,,,,match,,,,,,,,,,,,,,
0,729,486,fgtile_7_base,7,base,8,e343054d316f3ecefa03051b2c4d913d2e99b988b6e7ac6ab2d6c861407b2a71,e343054d316f3ecefa03051b2c4d913d2e99b988b6e7ac6ab2d6c861407b2a71,0,0,,,,match,,,,,,,,,,,,,,
0,1555,489,fgtile_13_alternate,13,alternate,9,3786cd5a432c29bede718c0610f4598079733cdd929b23d04c3ba90bb1449816,3786cd5a432c29bede718c0610f4598079733cdd929b23d04c3ba90bb1449816,0,0,,,,match,,,,,,,,,,,,,,
0,1555,489,fgtile_13_base,13,base,8,4f5835a5ce915f87f6e37fba0ce88055aeca4379e84a8b317dfcc46ab6bb5938,4f5835a5ce915f87f6e37fba0ce88055aeca4379e84a8b317dfcc46ab6bb5938,0,0,,,,match,,,,,,,,,,,,,,
0,538,498,fgtile_1_alternate,1,alternate,3,cd514134027f28dc31f49c4476fb69343b69c215686de4a76c5d0d407ca11dca,cd514134027f28dc31f49c4476fb69343b69c215686de4a76c5d0d407ca11dca,0,0,,,,match,,,,,,,,,,,,,,
0,538,498,fgtile_1_base,1,base,2,cd514134027f28dc31f49c4476fb69343b69c215686de4a76c5d0d407ca11dca,cd514134027f28dc31f49c4476fb69343b69c215686de4a76c5d0d407ca11dca,0,0,,,,match,,,,,,,,,,,,,,
0,539,526,fgtile_12_alternate,12,alternate,13,31854b12d4eb39d8504baaa7be57b41f37cd53f676a66c1044614630a1c80d75,31854b12d4eb39d8504baaa7be57b41f37cd53f676a66c1044614630a1c80d75,0,0,,,,match,,,,,,,,,,,,,,
0,539,526,fgtile_12_base,12,base,12,83310edc4d73cfb7db20485ef3b81b2742bb221aca942ddb6bf518603ab3cf6f,83310edc4d73cfb7db20485ef3b81b2742bb221aca942ddb6bf518603ab3cf6f,0,0,,,,match,,,,,,,,,,,,,,
0,506,769,fgtile_6_alternate,6,alternate,7,de639e2533eb93fef59ab5b7be5c0d8be649856adf0595e769d91be73b90dfdc,de639e2533eb93fef59ab5b7be5c0d8be649856adf0595e769d91be73b90dfdc,0,0,,,,match,,,,,,,,,,,,,,
0,506,769,fgtile_6_base,6,base,6,9c2bf224a11538a5d50faebf7159602f48cfd6312f90fee516f7ea745636663f,9c2bf224a11538a5d50faebf7159602f48cfd6312f90fee516f7ea745636663f,0,0,,,,match,,,,,,,,,,,,,,
0,0,1888,corner_bottom_left,,,,24747ba2cfaab448417eb2cb082b57f73696b42e360114c275d893ac58ba730a,24747ba2cfaab448417eb2cb082b57f73696b42e360114c275d893ac58ba730a,0,0,,,,match,,,,,,,,,,,,,,
0,1808,1888,corner_bottom_right,,,,63553861a1a894050d6407ede2081cfc78c3abdaba3941a34026c407b88cff55,63553861a1a894050d6407ede2081cfc78c3abdaba3941a34026c407b88cff55,0,0,,,,match,,,,,,,,,,,,,,
1,0,0,corner_top_left,,,,8c33e39c2618d08c75eb18ffa2ff07696214dc38e4a129a9a3d256a1aa24f9d9,8c33e39c2618d08c75eb18ffa2ff07696214dc38e4a129a9a3d256a1aa24f9d9,0,0,,,,match,,,,,,,,,,,,,,
1,272,0,corner_top_right,,,,6ee269b3330c16e0837abf49ebd6253e96c30c7acdf345eabf7085caa3edec29,6ee269b3330c16e0837abf49ebd6253e96c30c7acdf345eabf7085caa3edec29,0,0,,,,match,,,,,,,,,,,,,,
1,48,266,spawn,,,,ca42d1485fc7f44c86bf214555d01cab12f388ff9975e508cbd602a57aca34b1,ca42d1485fc7f44c86bf214555d01cab12f388ff9975e508cbd602a57aca34b1,0,0,,,,match,,,,,,,,,,,,,,
1,0,352,corner_bottom_left,,,,2bfb9a98eb77302b77045b3b4823e99ceedde628dd3fb03d82d8dddc19fcd5ca,2bfb9a98eb77302b77045b3b4823e99ceedde628dd3fb03d82d8dddc19fcd5ca,0,0,,,,match,,,,,,,,,,,,,,
1,272,352,corner_bottom_right,,,,1e062599e855949e0d0ab942aeddf9481406e3542000468fe4e7ebc374fde8c3,1e062599e855949e0d0ab942aeddf9481406e3542000468fe4e7ebc374fde8c3,0,0,,,,match,,,,,,,,,,,,,,
2,0,0,corner_top_left,,,,431db98a234f7bb461b4fab143ddc1d85f1d700309a6b3efb4de91109dc7c4cc,431db98a234f7bb461b4fab143ddc1d85f1d700309a6b3efb4de91109dc7c4cc,0,0,,,,match,,,,,,,,,,,,,,
2,1808,0,corner_top_right,,,,3d8f6a9ba7fa16e93c7e550513166ff09c26261b59771d6afe37ba876194d79a,3d8f6a9ba7fa16e93c7e550513166ff09c26261b59771d6afe37ba876194d79a,0,0,,,,match,,,,,,,,,,,,,,
2,552,136,alias_B_sb30,,,,f1b11ca2fda1b2c9e0cf54807c3a69b9725e6887c6ea2d4dd50e46720ba0ef18,f1b11ca2fda1b2c9e0cf54807c3a69b9725e6887c6ea2d4dd50e46720ba0ef18,0,383,28;29;30,,,match,,,,,,,,,,,,,,
2,584,168,alias_B_sb27,,,,b9160360c849e6fda1f118796a7ebe0d6c4b8ef4232c943679cda2779b385797,b9160360c849e6fda1f118796a7ebe0d6c4b8ef4232c943679cda2779b385797,0,552,28;29;30,,,match,,,,,,,,,,,,,,
2,832,208,alias_B_sb28,,,,7be03f10b41fdd3a63a882999f4badb7660bb190224fa89caaf8d0c5961ae8c9,7be03f10b41fdd3a63a882999f4badb7660bb190224fa89caaf8d0c5961ae8c9,0,290,28;29,,,match,,,,,,,,,,,,,,
2,840,216,alias_B_sb29,,,,cfbdeb427ff27740c47af8bb386ee2efeebaa6a9f78f764a73079d34988a23dd,cfbdeb427ff27740c47af8bb386ee2efeebaa6a9f78f764a73079d34988a23dd,0,310,28;29,,,match,,,,,,,,,,,,,,
2,858,280,spawn,,,,ab448e10f390b65346e5f71277a598d6b15cf23b85136f4785d62dffa391ae39,ab448e10f390b65346e5f71277a598d6b15cf23b85136f4785d62dffa391ae39,0,0,,,,match,,,,,,,,,,,,,,
2,680,368,fgtile_3_alternate,3,alternate,1,cfc44c468586ae87bb133dbe30fa5b34191113f598566036a1e77d40c7fe8fb0,cfc44c468586ae87bb133dbe30fa5b34191113f598566036a1e77d40c7fe8fb0,0,0,,,,match,,,,,,,,,,,,,,
2,680,368,fgtile_3_base,3,base,0,b2aa1d77d9bad46e6281cf6e7baafe591da1f2dbfe5d5db6d5d6294445466fba,b2aa1d77d9bad46e6281cf6e7baafe591da1f2dbfe5d5db6d5d6294445466fba,0,0,,,,match,,,,,,,,,,,,,,
2,392,432,alias_B_sb31,,,,84df2e74b625298127e501469e77f68fe6d3de3b1d98dc4a2746554630663716,84df2e74b625298127e501469e77f68fe6d3de3b1d98dc4a2746554630663716,0,366,29,,,match,,,,,,,,,,,,,,
2,557,467,fgtile_2_alternate,2,alternate,3,951afdb799c3f20049c5e3fe83a2dd357bd479786040e8cbe5b77db165bdcdd3,951afdb799c3f20049c5e3fe83a2dd357bd479786040e8cbe5b77db165bdcdd3,0,0,,,,match,,,,,,,,,,,,,,
2,557,467,fgtile_2_base,2,base,2,22321db5a58e4d2ba19291370a7e6692c34959ce4c3b29e6231c026a93182f9c,22321db5a58e4d2ba19291370a7e6692c34959ce4c3b29e6231c026a93182f9c,0,0,,,,match,,,,,,,,,,,,,,
2,752,600,alias_A_sb28,,,,0088cd2f14e9b782f08ebe314ec736ad3a9f5dee7c793e2da994f17e244bf532,0088cd2f14e9b782f08ebe314ec736ad3a9f5dee7c793e2da994f17e244bf532,0,142,28;29,,,match,,,,,,,,,,,,,,
2,0,1440,corner_bottom_left,,,,e3a2ef8e682d38d68049492edcb302c85575a3b9a03310febfcf09ce90f1cc2b,e3a2ef8e682d38d68049492edcb302c85575a3b9a03310febfcf09ce90f1cc2b,0,0,,,,match,,,,,,,,,,,,,,
2,1808,1440,corner_bottom_right,,,,e946d50aa2191ae427a6a84c407c2597b17095f8a49cb65f79b96c39f3c24e85,e946d50aa2191ae427a6a84c407c2597b17095f8a49cb65f79b96c39f3c24e85,0,0,,,,match,,,,,,,,,,,,,,
3,0,0,corner_top_left,,,,c4466e55b4bbc3e9ce03d1208950e644286c62b0d397ff61488cad754543012d,c4466e55b4bbc3e9ce03d1208950e644286c62b0d397ff61488cad754543012d,0,0,,,,match,,,,,,,,,,,,,,
3,1808,0,corner_top_right,,,,c4466e55b4bbc3e9ce03d1208950e644286c62b0d397ff61488cad754543012d,c4466e55b4bbc3e9ce03d1208950e644286c62b0d397ff61488cad754543012d,0,0,,,,match,,,,,,,,,,,,,,
3,227,666,spawn,,,,e34b3ba4b9892a598ddaec57407647e6299a796eef94cec8a24265a4445d9dbf,e34b3ba4b9892a598ddaec57407647e6299a796eef94cec8a24265a4445d9dbf,0,0,,,,match,,,,,,,,,,,,,,
3,0,1120,corner_bottom_left,,,,c4466e55b4bbc3e9ce03d1208950e644286c62b0d397ff61488cad754543012d,c4466e55b4bbc3e9ce03d1208950e644286c62b0d397ff61488cad754543012d,0,0,,,,match,,,,,,,,,,,,,,
3,1808,1120,corner_bottom_right,,,,c4466e55b4bbc3e9ce03d1208950e644286c62b0d397ff61488cad754543012d,c4466e55b4bbc3e9ce03d1208950e644286c62b0d397ff61488cad754543012d,0,0,,,,match,,,,,,,,,,,,,,
4,0,0,corner_top_left,,,,cb998dce1da3007164ec5ec8b26334a428be67a117ef426f6922518ed8486558,cb998dce1da3007164ec5ec8b26334a428be67a117ef426f6922518ed8486558,0,0,,,,match,,,,,,,,,,,,,,
4,1296,0,corner_top_right,,,,cb998dce1da3007164ec5ec8b26334a428be67a117ef426f6922518ed8486558,cb998dce1da3007164ec5ec8b26334a428be67a117ef426f6922518ed8486558,0,0,,,,match,,,,,,,,,,,,,,
4,743,639,spawn,,,,47ecc8ee0d9a1e8b45b1776ff312ea25061f3e37eedea8422b10cb40ec720c0c,47ecc8ee0d9a1e8b45b1776ff312ea25061f3e37eedea8422b10cb40ec720c0c,0,0,,,,match,,,,,,,,,,,,,,
4,0,1120,corner_bottom_left,,,,cb998dce1da3007164ec5ec8b26334a428be67a117ef426f6922518ed8486558,cb998dce1da3007164ec5ec8b26334a428be67a117ef426f6922518ed8486558,0,0,,,,match,,,,,,,,,,,,,,
4,1296,1120,corner_bottom_right,,,,cb998dce1da3007164ec5ec8b26334a428be67a117ef426f6922518ed8486558,cb998dce1da3007164ec5ec8b26334a428be67a117ef426f6922518ed8486558,0,0,,,,match,,,,,,,,,,,,,,
5,0,0,corner_top_left,,,,b579b819e049c4f9e6ada391eae6bf8d89fc27a1292ef1966d1669ba196c9477,b579b819e049c4f9e6ada391eae6bf8d89fc27a1292ef1966d1669ba196c9477,0,0,,,,match,,,,,,,,,,,,,,
5,2320,0,corner_top_right,,,,45db8fe468a85bc1332b0664c2066d076e5af8b495048286be2b4204eff4d789,45db8fe468a85bc1332b0664c2066d076e5af8b495048286be2b4204eff4d789,0,0,,,,match,,,,,,,,,,,,,,
5,841,73,spawn,,,,a882b6af313a83328be54f52aaf24335fb0f73c8bd46a9720cc6b029069f3aaf,a882b6af313a83328be54f52aaf24335fb0f73c8bd46a9720cc6b029069f3aaf,0,0,,,,match,,,,,,,,,,,,,,
5,825,318,fgtile_2_alternate,2,alternate,15,55f4d6e9ebaa6e5e5f1929fe831d1115ceeb2e09ff05ab93be6631815ea1059d,55f4d6e9ebaa6e5e5f1929fe831d1115ceeb2e09ff05ab93be6631815ea1059d,0,0,,,,match,,,,,,,,,,,,,,
5,825,318,fgtile_2_base,2,base,14,55f4d6e9ebaa6e5e5f1929fe831d1115ceeb2e09ff05ab93be6631815ea1059d,55f4d6e9ebaa6e5e5f1929fe831d1115ceeb2e09ff05ab93be6631815ea1059d,0,0,,,,match,,,,,,,,,,,,,,
5,680,368,fgtile_3_alternate,3,alternate,1,b575f9b40a7cbd0d26b90121b00aa018c646451812e56095e9b3e94a4db317e2,b575f9b40a7cbd0d26b90121b00aa018c646451812e56095e9b3e94a4db317e2,0,0,,,,match,,,,,,,,,,,,,,
5,680,368,fgtile_3_base,3,base,0,e7ba483d58ecdd7c49f301cde48ad82a58915bae6c4e65ad3e0f576dacaab8d7,e7ba483d58ecdd7c49f301cde48ad82a58915bae6c4e65ad3e0f576dacaab8d7,0,0,,,,match,,,,,,,,,,,,,,
5,747,644,fgtile_16_alternate,16,alternate,17,757818a074930e023fa0b252ba774544068c2e3eb6c992a51759b0ce8554c6b7,757818a074930e023fa0b252ba774544068c2e3eb6c992a51759b0ce8554c6b7,0,0,,,,match,,,,,,,,,,,,,,
5,747,644,fgtile_16_base,16,base,16,26e8ab56bb275d3297b9f3f6e5f96bb964833f10cd1f55845ddd0b06e9665528,26e8ab56bb275d3297b9f3f6e5f96bb964833f10cd1f55845ddd0b06e9665528,0,0,,,,match,,,,,,,,,,,,,,
5,0,1440,corner_bottom_left,,,,b579b819e049c4f9e6ada391eae6bf8d89fc27a1292ef1966d1669ba196c9477,b579b819e049c4f9e6ada391eae6bf8d89fc27a1292ef1966d1669ba196c9477,0,0,,,,match,,,,,,,,,,,,,,
5,2320,1440,corner_bottom_right,,,,8d3327499971c5b487da9d7707359625a7c921b21281c7a41fbbf13a931d156c,8d3327499971c5b487da9d7707359625a7c921b21281c7a41fbbf13a931d156c,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,corner_bottom_left,,,,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,corner_bottom_right,,,,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,corner_top_left,,,,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,corner_top_right,,,,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_10_alternate,10,alternate,11,2514401d314f66e6931bf113bf6165c5c5eb96e66e0f682bde6c32fa54fc500d,2514401d314f66e6931bf113bf6165c5c5eb96e66e0f682bde6c32fa54fc500d,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_10_base,10,base,10,2efa42bd59085ff6895d33969c47014763c0c0b12c718e00949598bf6b907114,2efa42bd59085ff6895d33969c47014763c0c0b12c718e00949598bf6b907114,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_11_alternate,11,alternate,11,2514401d314f66e6931bf113bf6165c5c5eb96e66e0f682bde6c32fa54fc500d,2514401d314f66e6931bf113bf6165c5c5eb96e66e0f682bde6c32fa54fc500d,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_11_base,11,base,10,2efa42bd59085ff6895d33969c47014763c0c0b12c718e00949598bf6b907114,2efa42bd59085ff6895d33969c47014763c0c0b12c718e00949598bf6b907114,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_12_alternate,12,alternate,13,76b7130a5d8724879e9622e759c622b49ce91632bd1a6d453bc2acf43773f001,76b7130a5d8724879e9622e759c622b49ce91632bd1a6d453bc2acf43773f001,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_12_base,12,base,12,2514401d314f66e6931bf113bf6165c5c5eb96e66e0f682bde6c32fa54fc500d,2514401d314f66e6931bf113bf6165c5c5eb96e66e0f682bde6c32fa54fc500d,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_13_alternate,13,alternate,9,2a4ba685a848ed9a9856721fb024287f726747290a09ea4fa6785db4113ad03a,2a4ba685a848ed9a9856721fb024287f726747290a09ea4fa6785db4113ad03a,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_13_base,13,base,8,f0b18731f43335b87280d85c85d2a4e3143de10f7e280e9107621940e80a9653,f0b18731f43335b87280d85c85d2a4e3143de10f7e280e9107621940e80a9653,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_1_alternate,1,alternate,3,01f867a852b98561abc82354fb2a82c0ee6e307a72160f0a2afe69ee6af60595,01f867a852b98561abc82354fb2a82c0ee6e307a72160f0a2afe69ee6af60595,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_1_base,1,base,2,24ec40a197613bdccb0c19046c28a2cd8aa2e9c8583dc28a58b496ebe16c5eb3,24ec40a197613bdccb0c19046c28a2cd8aa2e9c8583dc28a58b496ebe16c5eb3,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_2_alternate,2,alternate,1,f0b18731f43335b87280d85c85d2a4e3143de10f7e280e9107621940e80a9653,f0b18731f43335b87280d85c85d2a4e3143de10f7e280e9107621940e80a9653,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_2_base,2,base,0,24ec40a197613bdccb0c19046c28a2cd8aa2e9c8583dc28a58b496ebe16c5eb3,24ec40a197613bdccb0c19046c28a2cd8aa2e9c8583dc28a58b496ebe16c5eb3,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_4_alternate,4,alternate,1,f0b18731f43335b87280d85c85d2a4e3143de10f7e280e9107621940e80a9653,f0b18731f43335b87280d85c85d2a4e3143de10f7e280e9107621940e80a9653,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_4_base,4,base,0,24ec40a197613bdccb0c19046c28a2cd8aa2e9c8583dc28a58b496ebe16c5eb3,24ec40a197613bdccb0c19046c28a2cd8aa2e9c8583dc28a58b496ebe16c5eb3,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_5_alternate,5,alternate,5,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_5_base,5,base,4,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_6_alternate,6,alternate,7,dc7474d030c816b59298c962ae0d02d03a39eb18279bed2b9bcde22cd00ff25f,dc7474d030c816b59298c962ae0d02d03a39eb18279bed2b9bcde22cd00ff25f,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_6_base,6,base,6,30288dbc4c1817fed0492c9aa9b11b76fd89829e9084327daff1d5805873f614,30288dbc4c1817fed0492c9aa9b11b76fd89829e9084327daff1d5805873f614,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_7_alternate,7,alternate,9,2a4ba685a848ed9a9856721fb024287f726747290a09ea4fa6785db4113ad03a,2a4ba685a848ed9a9856721fb024287f726747290a09ea4fa6785db4113ad03a,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,fgtile_7_base,7,base,8,f0b18731f43335b87280d85c85d2a4e3143de10f7e280e9107621940e80a9653,f0b18731f43335b87280d85c85d2a4e3143de10f7e280e9107621940e80a9653,0,0,,,,match,,,,,,,,,,,,,,
6,0,0,spawn,,,,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,c7e0bde2ff2d499ad2ae69885eb3ca7a8b983d4de6dd3289dbbe482af6a4671a,0,0,,,,match,,,,,,,,,,,,,,
7,-8,0,corner_top_left,,,,c963bbd68c9ef93ff903788449d0e82e702aaffcfde699c1b3faef963cdd0ca0,c963bbd68c9ef93ff903788449d0e82e702aaffcfde699c1b3faef963cdd0ca0,0,0,,,,match,,,,,,,,,,,,,,
7,-8,0,corner_top_right,,,,c963bbd68c9ef93ff903788449d0e82e702aaffcfde699c1b3faef963cdd0ca0,c963bbd68c9ef93ff903788449d0e82e702aaffcfde699c1b3faef963cdd0ca0,0,0,,,,match,,,,,,,,,,,,,,
7,-8,24,spawn,,,,dca4eb2fa91e0cefa3681b40616447e76924b091aa41524c79f9f523b027ec9d,dca4eb2fa91e0cefa3681b40616447e76924b091aa41524c79f9f523b027ec9d,0,0,,,,match,,,,,,,,,,,,,,
7,-8,32,corner_bottom_left,,,,fb55a12a29f8ed0d59b87c7a0b84a3d52fc1b71e7b03aa164f5d86353de76f53,fb55a12a29f8ed0d59b87c7a0b84a3d52fc1b71e7b03aa164f5d86353de76f53,0,0,,,,match,,,,,,,,,,,,,,
7,-8,32,corner_bottom_right,,,,fb55a12a29f8ed0d59b87c7a0b84a3d52fc1b71e7b03aa164f5d86353de76f53,fb55a12a29f8ed0d59b87c7a0b84a3d52fc1b71e7b03aa164f5d86353de76f53,0,0,,,,match,,,,,,,,,,,,,,
8,0,0,corner_top_left,,,,b6ae9307da5a316ef1b74078588a5b60611cc16a799cb9fa5ba88102e291d60d,b6ae9307da5a316ef1b74078588a5b60611cc16a799cb9fa5ba88102e291d60d,0,0,,,,match,,,,,,,,,,,,,,
8,56,0,corner_top_right,,,,96b7d20dee3a7a73d508f373ebc7a5631b4ef8800e37c26942b3d8c38fa3ed32,96b7d20dee3a7a73d508f373ebc7a5631b4ef8800e37c26942b3d8c38fa3ed32,0,0,,,,match,,,,,,,,,,,,,,
8,0,14,spawn,,,,867b9b33cea027bb213642241f033836f093d5031db114999b2b7b7fb0880640,867b9b33cea027bb213642241f033836f093d5031db114999b2b7b7fb0880640,0,0,,,,match,,,,,,,,,,,,,,
8,0,184,corner_bottom_left,,,,28b9d8d8979dab208cc8a637f542bc629ac3c9d01b103749901ae4409c9b2e3d,28b9d8d8979dab208cc8a637f542bc629ac3c9d01b103749901ae4409c9b2e3d,0,0,,,,match,,,,,,,,,,,,,,
8,56,184,corner_bottom_right,,,,96ee6f2c7a9e3b58b6cc6fa75b0d22c6da66a867adc5ae9314c13a10f72045b9,96ee6f2c7a9e3b58b6cc6fa75b0d22c6da66a867adc5ae9314c13a10f72045b9,0,0,,,,match,,,,,,,,,,,,,,
